canonicalCommunity,canonicalPlaceId,membershipCountyIds,membershipCount,crossingAuthorityAvailable,crossingAuthorityReason,canonicalCrossingIdentityCount,resolvedCrossingRecordCount,crossingCountyIds,unresolvedCrossingIds,duplicateCrossingIds,missingCrossingMemberships,crossingAuthorityState,crossingIdentityParityPass,crossingMembershipParityPass,crossingAuthorityPass
Hilltop,4834133,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Hilltop Lakes,4834136,leon-tx,1,true,,0,0,leon-tx,,,,AVAILABLE_EMPTY,true,true,true
Hilshire Village,4834148,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Hitchcock,4834220,galveston-tx,1,true,,14,14,galveston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Holiday Beach,4834478,aransas-tx,1,true,,0,0,aransas-tx,,,,AVAILABLE_EMPTY,true,true,true
Holiday Lakes,4834502,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Holland,4834508,bell-tx,1,true,,3,3,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Holliday,4834532,archer-tx,1,true,,0,0,archer-tx,,,,AVAILABLE_EMPTY,true,true,true
Holly Lake Ranch,4834586,wood-tx,1,true,,0,0,wood-tx,,,,AVAILABLE_EMPTY,true,true,true
Hollywood Park,4834628,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Homestead Meadows North,4834671,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
Homestead Meadows South,4834673,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
Hondo,4834676,medina-tx,1,true,,8,8,medina-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Honey Grove,4834700,fannin-tx,1,true,,6,6,fannin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hooks,4834736,bowie-tx,1,true,,3,3,bowie-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Horizon City,4834832,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
Hornsby Bend,4834856,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Horseshoe Bay,4834862,burnet-tx|llano-tx,2,true,,0,0,burnet-tx|llano-tx,,,,AVAILABLE_EMPTY,true,true,true
Horseshoe Bend,4834865,parker-tx,1,true,,0,0,parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Houston,4835000,fort-bend-tx|harris-tx|montgomery-tx|waller-tx,4,true,,703,703,fort-bend-tx|harris-tx|montgomery-tx|waller-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Howardwick,4835072,donley-tx,1,true,,0,0,donley-tx,,,,AVAILABLE_EMPTY,true,true,true
Howe,4835084,grayson-tx,1,true,,7,7,grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hubbard,4835180,hill-tx,1,true,,0,0,hill-tx,,,,AVAILABLE_EMPTY,true,true,true
Huckabay,4835204,erath-tx,1,true,,0,0,erath-tx,,,,AVAILABLE_EMPTY,true,true,true
Hudson,4835228,angelina-tx,1,true,,0,0,angelina-tx,,,,AVAILABLE_EMPTY,true,true,true
Hudson Bend,4835253,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Hudson Oaks,4835254,parker-tx,1,true,,0,0,parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Hughes Springs,4835300,cass-tx|morris-tx,2,true,,4,4,cass-tx|morris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hull,4835324,liberty-tx,1,true,,1,1,liberty-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Humble,4835348,harris-tx,1,true,,6,6,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hungerford,4835420,wharton-tx,1,true,,2,2,wharton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hunters Creek Village,4835480,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Huntington,4835492,angelina-tx,1,true,,0,0,angelina-tx,,,,AVAILABLE_EMPTY,true,true,true
Huntsville,4835528,walker-tx,1,true,,1,1,walker-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hurst,4835576,tarrant-tx,1,true,,4,4,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hutchins,4835612,dallas-tx,1,true,,12,12,dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hutto,4835624,williamson-tx,1,true,,12,12,williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Huxley,4835636,shelby-tx,1,true,,0,0,shelby-tx,,,,AVAILABLE_EMPTY,true,true,true
Iago,4835684,wharton-tx,1,true,,0,0,wharton-tx,,,,AVAILABLE_EMPTY,true,true,true
Idalou,4835732,lubbock-tx,1,true,,0,0,lubbock-tx,,,,AVAILABLE_EMPTY,true,true,true
Iglesia Antigua,4835754,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Impact,4835816,taylor-tx,1,true,,0,0,taylor-tx,,,,AVAILABLE_EMPTY,true,true,true
Imperial,4835828,pecos-tx,1,true,,0,0,pecos-tx,,,,AVAILABLE_EMPTY,true,true,true
Indian Hills,4835915,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Indian Lake,4835918,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Indian Springs,4835954,polk-tx,1,true,,0,0,polk-tx,,,,AVAILABLE_EMPTY,true,true,true
Indio,4835966,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Industry,4835984,austin-tx,1,true,,0,0,austin-tx,,,,AVAILABLE_EMPTY,true,true,true
Inez,4835996,victoria-tx,1,true,,8,8,victoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ingleside,4836008,nueces-tx|san-patricio-tx,2,true,,10,10,nueces-tx|san-patricio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ingleside on the Bay,4836020,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Ingram,4836032,kerr-tx,1,true,,0,0,kerr-tx,,,,AVAILABLE_EMPTY,true,true,true
Iola,4836068,grimes-tx,1,true,,0,0,grimes-tx,,,,AVAILABLE_EMPTY,true,true,true
Iowa Colony,4836092,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Iowa Park,4836104,wichita-tx,1,true,,4,4,wichita-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Iraan,4836128,pecos-tx,1,true,,0,0,pecos-tx,,,,AVAILABLE_EMPTY,true,true,true
Iredell,4836140,bosque-tx,1,true,,0,0,bosque-tx,,,,AVAILABLE_EMPTY,true,true,true
Irving,4837000,dallas-tx,1,true,,97,97,dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Italy,4837072,ellis-tx,1,true,,0,0,ellis-tx,,,,AVAILABLE_EMPTY,true,true,true
Itasca,4837084,hill-tx,1,true,,2,2,hill-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ivanhoe,4837112,tyler-tx,1,true,,0,0,tyler-tx,,,,AVAILABLE_EMPTY,true,true,true
Jacinto City,4837156,harris-tx,1,true,,11,11,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Jacksboro,4837168,jack-tx,1,true,,0,0,jack-tx,,,,AVAILABLE_EMPTY,true,true,true
Jacksonville,4837216,cherokee-tx,1,true,,11,11,cherokee-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Jamaica Beach,4837252,galveston-tx,1,true,,0,0,galveston-tx,,,,AVAILABLE_EMPTY,true,true,true
Jardin de San Julian,4837390,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Jarrell,4837396,williamson-tx,1,true,,0,0,williamson-tx,,,,AVAILABLE_EMPTY,true,true,true
Jasper,4837420,jasper-tx,1,true,,5,5,jasper-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Jayton,4837468,kent-tx,1,true,,0,0,kent-tx,,,,AVAILABLE_EMPTY,true,true,true
Jefferson,4837528,marion-tx,1,true,,21,21,marion-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Jersey Village,4837612,harris-tx,1,true,,3,3,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Jewett,4837648,leon-tx,1,true,,3,3,leon-tx,,,,AVAILABLE_NONEMPTY,true,true,true
J.F. Villareal,4837665,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Joaquin,4837684,shelby-tx,1,true,,5,5,shelby-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Johnson City,4837780,blanco-tx,1,true,,0,0,blanco-tx,,,,AVAILABLE_EMPTY,true,true,true
Jolly,4837924,clay-tx,1,true,,2,2,clay-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Jones Creek,4837984,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Jonestown,4838020,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Josephine,4838068,collin-tx|hunt-tx,2,true,,0,0,collin-tx|hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
Joshua,4838080,johnson-tx,1,true,,9,9,johnson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Jourdanton,4838116,atascosa-tx,1,true,,0,0,atascosa-tx,,,,AVAILABLE_EMPTY,true,true,true
Juarez,4838168,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Junction,4838248,kimble-tx,1,true,,0,0,kimble-tx,,,,AVAILABLE_EMPTY,true,true,true
Justin,4838332,denton-tx,1,true,,3,3,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Karnes City,4838452,karnes-tx,1,true,,0,0,karnes-tx,,,,AVAILABLE_EMPTY,true,true,true
Katy,4838476,fort-bend-tx|harris-tx|waller-tx,3,true,,11,11,fort-bend-tx|harris-tx|waller-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kaufman,4838488,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
K-Bar Ranch,4838518,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
Keene,4838548,johnson-tx,1,true,,3,3,johnson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Keller,4838632,tarrant-tx,1,true,,3,3,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kemah,4838776,galveston-tx,1,true,,0,0,galveston-tx,,,,AVAILABLE_EMPTY,true,true,true
Kemp,4838788,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Kempner,4838800,lampasas-tx,1,true,,1,1,lampasas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kendleton,4838848,fort-bend-tx,1,true,,3,3,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kenedy,4838860,karnes-tx,1,true,,0,0,karnes-tx,,,,AVAILABLE_EMPTY,true,true,true
Kenefick,4838872,liberty-tx,1,true,,1,1,liberty-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kennard,4838884,houston-tx,1,true,,0,0,houston-tx,,,,AVAILABLE_EMPTY,true,true,true
Kennedale,4838896,tarrant-tx,1,true,,5,5,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kerens,4838992,navarro-tx,1,true,,8,8,navarro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kermit,4839004,winkler-tx,1,true,,1,1,winkler-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kerrville,4839040,kerr-tx,1,true,,0,0,kerr-tx,,,,AVAILABLE_EMPTY,true,true,true
Kilgore,4839124,gregg-tx|rusk-tx,2,true,,8,8,gregg-tx|rusk-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Killeen,4839148,bell-tx,1,true,,16,16,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kingsbury,4839292,guadalupe-tx,1,true,,0,0,guadalupe-tx,,,,AVAILABLE_EMPTY,true,true,true
Kingsland,4839304,llano-tx,1,true,,1,1,llano-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kingsville,4839352,kleberg-tx,1,true,,15,15,kleberg-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kirby,4839448,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Kirbyville,4839460,jasper-tx,1,true,,2,2,jasper-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kirvin,4839520,freestone-tx,1,true,,3,3,freestone-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Knippa,4839664,uvalde-tx,1,true,,6,6,uvalde-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Knollwood,4839680,grayson-tx,1,true,,0,0,grayson-tx,,,,AVAILABLE_EMPTY,true,true,true
Knox City,4839700,knox-tx,1,true,,0,0,knox-tx,,,,AVAILABLE_EMPTY,true,true,true
Kopperl,4839784,bosque-tx,1,true,,0,0,bosque-tx,,,,AVAILABLE_EMPTY,true,true,true
Kosse,4839844,limestone-tx,1,true,,5,5,limestone-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kountze,4839868,hardin-tx,1,true,,3,3,hardin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kress,4839904,swisher-tx,1,true,,2,2,swisher-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Krugerville,4839916,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Krum,4839928,denton-tx,1,true,,1,1,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Kurten,4839940,brazos-tx,1,true,,0,0,brazos-tx,,,,AVAILABLE_EMPTY,true,true,true
Kyle,4839952,hays-tx,1,true,,7,7,hays-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Blanca,4839988,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
La Carla,4839994,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
La Casita,4840000,starr-tx,1,true,,1,1,starr-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Chuparosa,4840018,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Lackland AFB,4840036,bexar-tx,1,true,,2,2,bexar-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Coma,4840100,webb-tx,1,true,,1,1,webb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Coma Heights,4840104,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
LaCoste,4840108,medina-tx,1,true,,2,2,medina-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lacy-Lakeview,4840168,mclennan-tx,1,true,,8,8,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ladonia,4840180,fannin-tx,1,true,,0,0,fannin-tx,,,,AVAILABLE_EMPTY,true,true,true
La Escondida,4840186,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
La Esperanza,4840188,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
La Feria,4840204,cameron-tx,1,true,,9,9,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Feria North,4840210,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Lago,4840258,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Lago Vista,4840262,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Lago Vista,4840264,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
La Grange,4840276,fayette-tx,1,true,,9,9,fayette-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Grulla,4840288,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Laguna Heights,4840300,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Laguna Park,4840312,bosque-tx,1,true,,0,0,bosque-tx,,,,AVAILABLE_EMPTY,true,true,true
Laguna Seca,4840320,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Laguna Vista,4840336,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
La Homa,4840342,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
La Joya,4840384,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Bridgeport,4840450,wise-tx,1,true,,0,0,wise-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Brownwood,4840456,brown-tx,1,true,,0,0,brown-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Bryan,4840462,brazos-tx,1,true,,1,1,brazos-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lake Cherokee,4840468,gregg-tx|rusk-tx,2,true,,0,0,gregg-tx|rusk-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake City,4840472,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Colorado City,4840475,mitchell-tx,1,true,,0,0,mitchell-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Dallas,4840516,denton-tx,1,true,,5,5,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lake Dunlap,4840522,guadalupe-tx,1,true,,0,0,guadalupe-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakehills,4840576,bandera-tx,1,true,,0,0,bandera-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Jackson,4840588,brazoria-tx,1,true,,3,3,brazoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lake Kiowa,4840624,cooke-tx,1,true,,0,0,cooke-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Medina Shores,4840674,bandera-tx|medina-tx,2,true,,0,0,bandera-tx|medina-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Meredith Estates,4840676,hutchinson-tx,1,true,,0,0,hutchinson-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakeport,4840696,gregg-tx,1,true,,0,0,gregg-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakeshore Gardens-Hidden Acres,4840714,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakeside,4840738,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakeside,4840744,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakeside City,4840756,archer-tx,1,true,,0,0,archer-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Tanglewood,4840804,randall-tx,1,true,,0,0,randall-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakeview,4840888,hall-tx,1,true,,0,0,hall-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake View,4840966,val-verde-tx,1,true,,0,0,val-verde-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakeway,4840984,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Lakewood Village,4841050,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Lake Worth,4841056,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
La Loma de Falcon,4841086,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Lamar,4841092,aransas-tx,1,true,,0,0,aransas-tx,,,,AVAILABLE_EMPTY,true,true,true
La Marque,4841116,galveston-tx,1,true,,21,21,galveston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lamesa,4841164,dawson-tx,1,true,,0,0,dawson-tx,,,,AVAILABLE_EMPTY,true,true,true
La Minita,4841170,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Lamkin,4841176,comanche-tx,1,true,,0,0,comanche-tx,,,,AVAILABLE_EMPTY,true,true,true
La Moca Ranch,4841180,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Lampasas,4841188,lampasas-tx,1,true,,2,2,lampasas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lancaster,4841212,dallas-tx,1,true,,10,10,dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lantana,4841404,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
La Paloma,4841416,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
La Paloma Addition,4841420,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
La Paloma-Lost Creek,4841422,nueces-tx,1,true,,4,4,nueces-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Paloma Ranchettes,4841424,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
La Porte,4841440,harris-tx,1,true,,26,26,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Presa,4841449,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
La Pryor,4841452,zavala-tx,1,true,,0,0,zavala-tx,,,,AVAILABLE_EMPTY,true,true,true
La Puerta,4841458,starr-tx,1,true,,2,2,starr-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Laredo,4841464,webb-tx,1,true,,112,112,webb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Laredo Ranchettes,4841473,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Laredo Ranchettes West,4841475,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
La Rosita,4841503,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Lasana,4841542,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Lasara,4841548,willacy-tx,1,true,,0,0,willacy-tx,,,,AVAILABLE_EMPTY,true,true,true
Las Haciendas,4841565,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Las Lomas,4841566,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Las Lomitas,4841569,jim-hogg-tx,1,true,,0,0,jim-hogg-tx,,,,AVAILABLE_EMPTY,true,true,true
Las Palmas,4841579,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Las Palmas II,4841580,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Las Pilas,4841582,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Las Quintas Fronterizas,4841583,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Latexo,4841644,houston-tx,1,true,,5,5,houston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Tina Ranch,4841660,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Laughlin AFB,4841704,val-verde-tx,1,true,,0,0,val-verde-tx,,,,AVAILABLE_EMPTY,true,true,true
Laureles,4841728,cameron-tx,1,true,,4,4,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
La Vernia,4841764,wilson-tx,1,true,,0,0,wilson-tx,,,,AVAILABLE_EMPTY,true,true,true
La Victoria,4841782,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
La Villa,4841788,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Lavon,4841800,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
La Ward,4841848,jackson-tx,1,true,,2,2,jackson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lawn,4841872,taylor-tx,1,true,,1,1,taylor-tx,,,,AVAILABLE_NONEMPTY,true,true,true
League City,4841980,galveston-tx|harris-tx,2,true,,8,8,galveston-tx|harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Leakey,4842004,real-tx,1,true,,0,0,real-tx,,,,AVAILABLE_EMPTY,true,true,true
Leander,4842016,travis-tx|williamson-tx,2,true,,10,10,travis-tx|williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Leary,4842028,bowie-tx,1,true,,3,3,bowie-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lefors,4842148,gray-tx,1,true,,0,0,gray-tx,,,,AVAILABLE_EMPTY,true,true,true
Lelia Lake,4842244,donley-tx,1,true,,4,4,donley-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Leming,4842256,atascosa-tx,1,true,,3,3,atascosa-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Leona,4842340,leon-tx,1,true,,0,0,leon-tx,,,,AVAILABLE_EMPTY,true,true,true
Leonard,4842352,fannin-tx,1,true,,3,3,fannin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Leon Valley,4842388,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Leroy,4842400,mclennan-tx,1,true,,0,0,mclennan-tx,,,,AVAILABLE_EMPTY,true,true,true
Levelland,4842448,hockley-tx,1,true,,11,11,hockley-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lewisville,4842508,dallas-tx|denton-tx,2,true,,27,27,dallas-tx|denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lexington,4842532,lee-tx,1,true,,0,0,lee-tx,,,,AVAILABLE_EMPTY,true,true,true
Liberty,4842568,liberty-tx,1,true,,17,17,liberty-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Liberty City,4842616,gregg-tx,1,true,,0,0,gregg-tx,,,,AVAILABLE_EMPTY,true,true,true
Liberty Hill,4842664,williamson-tx,1,true,,5,5,williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Lindale,4842820,smith-tx,1,true,,0,0,smith-tx,,,,AVAILABLE_EMPTY,true,true,true
Linden,4842844,cass-tx,1,true,,0,0,cass-tx,,,,AVAILABLE_EMPTY,true,true,true
Lindsay,4842868,cooke-tx,1,true,,0,0,cooke-tx,,,,AVAILABLE_EMPTY,true,true,true
Lindsay,4842874,reeves-tx,1,true,,0,0,reeves-tx,,,,AVAILABLE_EMPTY,true,true,true
Lingleville,4842880,erath-tx,1,true,,0,0,erath-tx,,,,AVAILABLE_EMPTY,true,true,true
Linn,4842916,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Lipan,4842940,hood-tx,1,true,,0,0,hood-tx,,,,AVAILABLE_EMPTY,true,true,true
Lipscomb,4842952,lipscomb-tx,1,true,,0,0,lipscomb-tx,,,,AVAILABLE_EMPTY,true,true,true
Little Cypress,4843000,orange-tx,1,true,,2,2,orange-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Little Elm,4843012,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Littlefield,4843024,lamb-tx,1,true,,7,7,lamb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Little River-Academy,4843066,bell-tx,1,true,,3,3,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
