canonicalCommunity,canonicalPlaceId,membershipAuthorityAvailable,membershipAuthorityReason,membershipApplicability,membershipCount,membershipCountyFips,membershipCountyIds,membershipCountyNames,unresolvedCountyFips,duplicateCountyFips,duplicateCountyIds,operationalProjectionMembershipCount,operationalProjectionCountyIds,operationalProjectionThinnerThanRegistry,crossingCanonicalPlaceAvailable,officialRoadwayConsumerAvailable,weatherConsumerAvailable,membershipAuthorityPass
Rosenberg,4863284,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Rosharon,4863332,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Rosita,4863350,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Ross,4863380,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48309,mclennan-tx,McLennan County,,,,1,mclennan-tx,false,true,true,true,true
Rosser,4863404,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48257,kaufman-tx,Kaufman County,,,,1,kaufman-tx,false,true,true,true,true
Rotan,4863464,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48151,fisher-tx,Fisher County,,,,1,fisher-tx,false,true,true,true,true
Round Mountain,4863476,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48031,blanco-tx,Blanco County,,,,1,blanco-tx,false,true,true,true,true
Round Rock,4863500,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48453|48491,travis-tx|williamson-tx,Travis County|Williamson County,,,,2,travis-tx|williamson-tx,false,true,true,true,true
Round Top,4863524,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48149,fayette-tx,Fayette County,,,,1,fayette-tx,false,true,true,true,true
Rowena,4863560,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48399,runnels-tx,Runnels County,,,,1,runnels-tx,false,true,true,true,true
Rowlett,4863572,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48113|48397,dallas-tx|rockwall-tx,Dallas County|Rockwall County,,,,2,dallas-tx|rockwall-tx,false,true,true,true,true
Roxton,4863584,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48277,lamar-tx,Lamar County,,,,1,lamar-tx,false,true,true,true,true
Royse City,4863668,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48085|48231|48397,collin-tx|hunt-tx|rockwall-tx,Collin County|Hunt County|Rockwall County,,,,3,collin-tx|hunt-tx|rockwall-tx,false,true,true,true,true
Rule,4863752,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48207,haskell-tx,Haskell County,,,,1,haskell-tx,false,true,true,true,true
Runaway Bay,4863782,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48497,wise-tx,Wise County,,,,1,wise-tx,false,true,true,true,true
Runge,4863788,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48255,karnes-tx,Karnes County,,,,1,karnes-tx,false,true,true,true,true
Rusk,4863848,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48073,cherokee-tx,Cherokee County,,,,1,cherokee-tx,false,true,true,true,true
Sabinal,4864004,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48463,uvalde-tx,Uvalde County,,,,1,uvalde-tx,false,true,true,true,true
Sachse,4864064,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48085|48113,collin-tx|dallas-tx,Collin County|Dallas County,,,,2,collin-tx|dallas-tx,false,true,true,true,true
Sadler,4864088,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48181,grayson-tx,Grayson County,,,,1,grayson-tx,false,true,true,true,true
Saginaw,4864112,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
St. Hedwig,4864172,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Saint Jo,4864184,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48337,montague-tx,Montague County,,,,1,montague-tx,false,true,true,true,true
St. Paul,4864220,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
St. Paul,4864244,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Salado,4864268,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48027,bell-tx,Bell County,,,,1,bell-tx,false,true,true,true,true
Salida del Sol Estates,4864307,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Saline̱o,4864316,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Saline̱o North,4864322,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Sammy Martinez,4864442,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Samnorwood,4864448,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48087,collingsworth-tx,Collingsworth County,,,,1,collingsworth-tx,false,true,true,true,true
Sam Rayburn,4864460,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48241,jasper-tx,Jasper County,,,,1,jasper-tx,false,true,true,true,true
San Angelo,4864472,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48451,tom-green-tx,Tom Green County,,,,1,tom-green-tx,false,true,true,true,true
San Antonio,4865000,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48029|48091|48325,bexar-tx|comal-tx|medina-tx,Bexar County|Comal County|Medina County,,,,3,bexar-tx|comal-tx|medina-tx,false,true,true,true,true
San Augustine,4865024,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48405,san-augustine-tx,San Augustine County,,,,1,san-augustine-tx,false,true,true,true,true
San Benito,4865036,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
San Carlos,4865048,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
San Carlos I,4865049,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
San Carlos II,4865050,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Sanctuary,4865066,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48367,parker-tx,Parker County,,,,1,parker-tx,false,true,true,true,true
Sanderson,4865084,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48443,terrell-tx,Terrell County,,,,1,terrell-tx,false,true,true,true,true
Sandia,4865168,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48249,jim-wells-tx,Jim Wells County,,,,1,jim-wells-tx,false,true,true,true,true
San Diego,4865180,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48131|48249,duval-tx|jim-wells-tx,Duval County|Jim Wells County,,,,2,duval-tx|jim-wells-tx,false,true,true,true,true
Sandoval,4865210,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Sand Springs,4865240,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48227,howard-tx,Howard County,,,,1,howard-tx,false,true,true,true,true
Sandy Hollow-Escondidas,4865342,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48355,nueces-tx,Nueces County,,,,1,nueces-tx,false,true,true,true,true
Sandy Oaks,4865344,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Sandy Point,4865345,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
San Elizario,4865360,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
San Felipe,4865372,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48015,austin-tx,Austin County,,,,1,austin-tx,false,true,true,true,true
San Fernando,4865378,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Sanford,4865384,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48233,hutchinson-tx,Hutchinson County,,,,1,hutchinson-tx,false,true,true,true,true
Sanger,4865408,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48097|48121,cooke-tx|denton-tx,Cooke County|Denton County,,,,2,cooke-tx|denton-tx,false,true,true,true,true
San Isidro,4865432,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
San Juan,4865516,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
San Juan,4865532,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
San Leanna,4865552,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
San Leon,4865564,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48167,galveston-tx,Galveston County,,,,1,galveston-tx,false,true,true,true,true
San Marcos,4865600,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48055|48187|48209,caldwell-tx|guadalupe-tx|hays-tx,Caldwell County|Guadalupe County|Hays County,,,,3,caldwell-tx|guadalupe-tx|hays-tx,false,true,true,true,true
San Patricio,4865612,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
San Pedro,4865620,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
San Perlita,4865636,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48489,willacy-tx,Willacy County,,,,1,willacy-tx,false,true,true,true,true
San Saba,4865648,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48411,san-saba-tx,San Saba County,,,,1,san-saba-tx,false,true,true,true,true
Sansom Park,4865660,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
Santa Anna,4865672,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48083,coleman-tx,Coleman County,,,,1,coleman-tx,false,true,true,true,true
Santa Anna,4865678,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Santa Clara,4865690,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48187,guadalupe-tx,Guadalupe County,,,,1,guadalupe-tx,false,true,true,true,true
Santa Cruz,4865708,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Santa Fe,4865726,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48167,galveston-tx,Galveston County,,,,1,galveston-tx,false,true,true,true,true
Santa Maria,4865744,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Santa Monica,4865756,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48489,willacy-tx,Willacy County,,,,1,willacy-tx,false,true,true,true,true
Santa Rita Ranch,4865762,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48491,williamson-tx,Williamson County,,,,1,williamson-tx,false,true,true,true,true
Santa Rosa,4865768,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Santa Rosa,4865774,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Santel,4865777,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Santo,4865780,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48363,palo-pinto-tx,Palo Pinto County,,,,1,palo-pinto-tx,false,true,true,true,true
San Ygnacio,4865792,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Sargent,4865864,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48321,matagorda-tx,Matagorda County,,,,1,matagorda-tx,false,true,true,true,true
Sarita,4865876,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48261,kenedy-tx,Kenedy County,,,,1,kenedy-tx,false,true,true,true,true
Savannah,4866000,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48121,denton-tx,Denton County,,,,1,denton-tx,false,true,true,true,true
Savoy,4866008,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48147,fannin-tx,Fannin County,,,,1,fannin-tx,false,true,true,true,true
Scenic Oaks,4866089,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Schertz,4866128,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48029|48091|48187,bexar-tx|comal-tx|guadalupe-tx,Bexar County|Comal County|Guadalupe County,,,,3,bexar-tx|comal-tx|guadalupe-tx,false,true,true,true,true
Schulenburg,4866188,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48149,fayette-tx,Fayette County,,,,1,fayette-tx,false,true,true,true,true
Scissors,4866248,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Scotland,4866284,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48009,archer-tx,Archer County,,,,1,archer-tx,false,true,true,true,true
Scottsville,4866332,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48203,harrison-tx,Harrison County,,,,1,harrison-tx,false,true,true,true,true
Scurry,4866368,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48257,kaufman-tx,Kaufman County,,,,1,kaufman-tx,false,true,true,true,true
Seabrook,4866392,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48071|48201,chambers-tx|harris-tx,Chambers County|Harris County,,,,2,chambers-tx|harris-tx,false,true,true,true,true
Seadrift,4866416,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48057,calhoun-tx,Calhoun County,,,,1,calhoun-tx,false,true,true,true,true
Seagoville,4866428,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48113|48257,dallas-tx|kaufman-tx,Dallas County|Kaufman County,,,,2,dallas-tx|kaufman-tx,false,true,true,true,true
Seagraves,4866440,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48165,gaines-tx,Gaines County,,,,1,gaines-tx,false,true,true,true,true
Sealy,4866464,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48015,austin-tx,Austin County,,,,1,austin-tx,false,true,true,true,true
Sebastian,4866512,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48489,willacy-tx,Willacy County,,,,1,willacy-tx,false,true,true,true,true
Seco Mines,4866536,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Seguin,4866644,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48187,guadalupe-tx,Guadalupe County,,,,1,guadalupe-tx,false,true,true,true,true
Seis Lagos,4866686,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
Selma,4866704,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48029|48091|48187,bexar-tx|comal-tx|guadalupe-tx,Bexar County|Comal County|Guadalupe County,,,,3,bexar-tx|comal-tx|guadalupe-tx,false,true,true,true,true
Seminole,4866764,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48165,gaines-tx,Gaines County,,,,1,gaines-tx,false,true,true,true,true
Serenada,4866806,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48491,williamson-tx,Williamson County,,,,1,williamson-tx,false,true,true,true,true
Seth Ward,4866848,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48189,hale-tx,Hale County,,,,1,hale-tx,false,true,true,true,true
Seven Oaks,4866884,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48373,polk-tx,Polk County,,,,1,polk-tx,false,true,true,true,true
Seven Points,4866908,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48213|48257,henderson-tx|kaufman-tx,Henderson County|Kaufman County,,,,2,henderson-tx|kaufman-tx,false,true,true,true,true
Seymour,4866968,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48023,baylor-tx,Baylor County,,,,1,baylor-tx,false,true,true,true,true
Shadybrook,4867010,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48073,cherokee-tx,Cherokee County,,,,1,cherokee-tx,false,true,true,true,true
Shady Hollow,4867082,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Shady Shores,4867100,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48121,denton-tx,Denton County,,,,1,denton-tx,false,true,true,true,true
Shallowater,4867136,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48303,lubbock-tx,Lubbock County,,,,1,lubbock-tx,false,true,true,true,true
Shamrock,4867160,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48483,wheeler-tx,Wheeler County,,,,1,wheeler-tx,false,true,true,true,true
Shavano Park,4867268,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Sheffield,4867340,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48371,pecos-tx,Pecos County,,,,1,pecos-tx,false,true,true,true,true
Shelbyville,4867364,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48419,shelby-tx,Shelby County,,,,1,shelby-tx,false,true,true,true,true
Sheldon,4867376,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Shenandoah,4867400,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48339,montgomery-tx,Montgomery County,,,,1,montgomery-tx,false,true,true,true,true
