countyFips,countyId,community,placeGeoid,canonicalKey,operationalKey,multiCounty,governedMemberships,contextStatus,roadwayStatus,roadwayLoader,roadwayFeatureCount,driveTexasRepositoryContract,driveTexasSourceHealthContract,driveTexasLiveRequired,officialRoadwayContract,officialRoadwayLiveRequired,alertsPublicationContract,alertsActiveRowsContract,alertsPresentationContract,showOnMapContract,alertsLiveRequired,railManifestState,railGovernedCount,railRepositoryContract,railLiveRequired,staleOwnershipContract,liveBrowserRequired,riskFlags,overallRepositoryStatus
48201,harris-tx,Waller,4876228,place-4876228,place-4876228,true,48201|48473,PASS,ROADWAY_WITH_DATA,partitioned,470275,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,1159,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48015,austin-tx,Wallis,4876240,place-4876240,place-4876240,false,48015,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,101,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48035,bosque-tx,Walnut Springs,4876348,place-4876348,place-4876348,false,48035,PASS,ROADWAY_WITH_DATA,generic,4735,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,48,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48457,tyler-tx,Warren,4876564,place-4876564,place-4876564,false,48457,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48183,gregg-tx,Warren City,4876576,place-4876576,place-4876576,true,48183|48459,PASS,ROADWAY_WITH_DATA,generic,8156,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,85,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48011,armstrong-tx,Washburn,4876612,place-4876612,place-4876612,false,48011,PASS,ROADWAY_WITH_DATA,generic,1162,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,24,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48203,harrison-tx,Waskom,4876636,place-4876636,place-4876636,false,48203,PASS,ROADWAY_WITH_DATA,generic,5567,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,87,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48439,tarrant-tx,Watauga,4876672,place-4876672,place-4876672,false,48439,PASS,ROADWAY_EXPECTED_EMPTY,partitioned,40799,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,615,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48139,ellis-tx,Waxahachie,4876816,place-4876816,place-4876816,false,48139,PASS,ROADWAY_WITH_DATA,generic,8478,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48367,parker-tx,Weatherford,4876864,place-4876864,place-4876864,false,48367,PASS,ROADWAY_WITH_DATA,generic,6787,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,39,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48453,travis-tx,Webberville,4876924,place-4876924,place-4876924,false,48453,PASS,ROADWAY_EXPECTED_EMPTY,partitioned,22425,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,176,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48201,harris-tx,Webster,4876948,place-4876948,place-4876948,false,48201,PASS,ROADWAY_WITH_DATA,partitioned,470275,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,1159,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48089,colorado-tx,Weimar,4877020,place-4877020,place-4877020,false,48089,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,109,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48207,haskell-tx,Weinert,4877044,place-4877044,place-4877044,false,48207,PASS,ROADWAY_WITH_DATA,generic,2513,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48491,williamson-tx,Weir,4877056,place-4877056,place-4877056,false,48491,PASS,ROADWAY_WITH_DATA,generic,15156,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,166,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48115,dawson-tx,Welch,4877080,place-4877080,place-4877080,false,48115,PASS,ROADWAY_WITH_DATA,generic,4632,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48087,collingsworth-tx,Wellington,4877152,place-4877152,place-4877152,false,48087,PASS,ROADWAY_WITH_DATA,generic,2123,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48445,terry-tx,Wellman,4877164,place-4877164,place-4877164,false,48445,PASS,ROADWAY_WITH_DATA,generic,2568,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,46,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48073,cherokee-tx,Wells,4877176,place-4877176,place-4877176,false,48073,PASS,ROADWAY_WITH_DATA,generic,4555,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,69,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48453,travis-tx,Wells Branch,4877196,place-4877196,place-4877196,false,48453,PASS,ROADWAY_EXPECTED_EMPTY,partitioned,22425,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,176,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48215,hidalgo-tx,Weslaco,4877272,place-4877272,place-4877272,false,48215,PASS,ROADWAY_EXPECTED_EMPTY,partitioned,20550,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,265,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48309,mclennan-tx,West,4877332,place-4877332,place-4877332,false,48309,PASS,ROADWAY_WITH_DATA,generic,7377,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,169,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48427,starr-tx,West Alto Bonito,4877336,place-4877336,place-4877336,false,48427,PASS,ROADWAY_WITH_DATA,generic,7753,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,28,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
